word,example_no,example_en,example_cn,matched_form,tatoeba_en_sentence_id,tatoeba_cn_sentence_id,tatoeba_en_author,tatoeba_cn_author,author_status,source,license,score,tatoeba_en_url,tatoeba_cn_url,notes
awa,1,Wienczysława is the most beautiful brunette in the workplace.,Wienczysława是这个工作场所里最美丽的黑发女人。,awa,919676,919685,unknown member,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/919676,https://tatoeba.org/en/sentences/show/919685,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awake,1,My brother often stays awake the whole night.,我弟弟会经常彻夜不睡。,awake,2825521,332429,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/2825521,https://tatoeba.org/en/sentences/show/332429,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awake,2,"When the sisters came back, their mother was still awake.",在姐妹们回来的时候，她们的妈妈还醒着。,awake,1819823,8654595,Scott,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1819823,https://tatoeba.org/en/sentences/show/8654595,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awaken,1,This book will awaken your imagination.,这本书会让你发挥想像力。,awaken,57111,425936,CM,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/57111,https://tatoeba.org/en/sentences/show/425936,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awakened,1,Mary was awakened by Tom's voice.,玛丽被汤姆的声音吵醒了。,awakened,6973368,10986115,Hybrid,Elaineeeeee,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,102.0,https://tatoeba.org/en/sentences/show/6973368,https://tatoeba.org/en/sentences/show/10986115,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
award,1,"In addition, we will issue the 'employee of the month' award afterwards.",另外，之后我们会颁发“每月最佳员工”奖。,award,2938697,2938696,vicch,vicch,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/2938697,https://tatoeba.org/en/sentences/show/2938696,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awarded,1,He's been awarded a gold medal once.,他曾经被授予金牌。,awarded,289017,334280,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/289017,https://tatoeba.org/en/sentences/show/334280,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awarded,2,"Bale was fouled, and his team was awarded a free kick.",贝尔被犯规了，球队获得了任意球。,awarded,3579552,3579551,trieuho,trieuho,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/3579552,https://tatoeba.org/en/sentences/show/3579551,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
aware,1,"If you don't understand something, it's because you aren't aware of its context.",如果你不明白一件事，那是因为你没有意识到它的背景。,aware,1743,501711,Zifre,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1743,https://tatoeba.org/en/sentences/show/501711,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
aware,2,I became aware of someone looking at me.,我感觉到有人在看著我。,aware,254991,346490,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/254991,https://tatoeba.org/en/sentences/show/346490,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awareness,1,It takes time to develop political awareness.,培养政治意识要花费时间。,awareness,2362013,2394469,CK,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/2362013,https://tatoeba.org/en/sentences/show/2394469,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awareness,2,April 2nd is World Autism Awareness Day.,4月2日是世界提高自闭症意识日。,awareness,8193850,9589416,ljradio,iiujik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/8193850,https://tatoeba.org/en/sentences/show/9589416,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
away,1,The handle came away from the door when I grasped it.,我握住门把，它就从门上掉了下来。,away,39066,371144,Lumi,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/39066,https://tatoeba.org/en/sentences/show/371144,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
away,2,The thief got away with the money.,小偷带著钱逃跑了。,away,36821,804572,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/36821,https://tatoeba.org/en/sentences/show/804572,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awe,1,I am immediately in awe of you!,我瞬间对你肃然起敬！,awe,1517406,1517392,weihaiping,sysko,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,106.0,https://tatoeba.org/en/sentences/show/1517406,https://tatoeba.org/en/sentences/show/1517392,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awesome,1,Your Chinese is awesome already.,你的中文已经登峰造极了。,awesome,1526525,1519160,pauldhunt,sysko,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1526525,https://tatoeba.org/en/sentences/show/1519160,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awesome,2,"This room's pretty awesome, eh?",这个房间太棒了，难道不是么？,awesome,2296720,2254249,FeuDRenais2,KerenDeng,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,98.0,https://tatoeba.org/en/sentences/show/2296720,https://tatoeba.org/en/sentences/show/2254249,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awful,1,I don't recommend eating in that restaurant. The food is awful.,我不推荐在那家餐馆吃饭。食物糟糕透了。,awful,68598,787331,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/68598,https://tatoeba.org/en/sentences/show/787331,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awful,2,"When I try to walk, I get an awful pain here.",我一走路，这里就很痛。,awful,320516,430242,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/320516,https://tatoeba.org/en/sentences/show/430242,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awfully,1,I'm awfully sorry that I was late.,非常抱歉，我迟到了。,awfully,277392,894121,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/277392,https://tatoeba.org/en/sentences/show/894121,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awfully,2,He was tired out by an awfully tough job.,他被一件辛苦的工作累坏了。,awfully,11272478,1335440,Aphima,vicch,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11272478,https://tatoeba.org/en/sentences/show/1335440,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awhile,1,"My mother stood for awhile, then sighed as she returned to her room.",母亲又站了一会，然后叹着气回到了自己的房间。,awhile,8249364,7781678,francaisr0wlet,jiangche,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/8249364,https://tatoeba.org/en/sentences/show/7781678,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awhile,2,"John, you've been working too hard. Have a seat and rest awhile.",约翰，你工作太辛苦了。坐下来休息一会儿。,awhile,4736776,3149450,paper1n0,cienias,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/4736776,https://tatoeba.org/en/sentences/show/3149450,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awkward,1,The girl made an awkward bow.,这个女孩做了一把很难使用的弓。,awkward,267839,908515,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/267839,https://tatoeba.org/en/sentences/show/908515,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awkward,2,He is awkward in his movements.,他笨手笨脚的。,awkward,302034,8936248,unknown member,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/302034,https://tatoeba.org/en/sentences/show/8936248,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awoke,1,I awoke to find everything had been a dream.,我醒来，发现原来一切都是场梦。,awoke,323775,337262,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/323775,https://tatoeba.org/en/sentences/show/337262,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
awoke,2,"One day in October, when Sadako awoke, she found her mother crying.",在十月的某一天，祯子醒来后发现了正在哭泣的母亲。,awoke,73445,8835087,MethodGT,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/73445,https://tatoeba.org/en/sentences/show/8835087,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
ax,1,The tree was felled with one hard blow of his ax.,他用斧头重重的斩了一下，那棵树就倒了下来。,ax,547178,550844,darinmex,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/547178,https://tatoeba.org/en/sentences/show/550844,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
axis,1,The earth revolves on its axis once every 24 hours.,地球每二十四小时就会绕轴自转一周。,axis,689751,689822,ulyssemc1,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/689751,https://tatoeba.org/en/sentences/show/689822,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
aya,1,Aya has good reason to speak perfect German.,绫有充分的理由能说流利的德语。,aya,67452,811794,Lumi_alt,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/67452,https://tatoeba.org/en/sentences/show/811794,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
babies,1,Some babies learn to swim even before they are one year old.,有些宝宝甚至在一岁之前就学习游泳了。,babies,27232,463854,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/27232,https://tatoeba.org/en/sentences/show/463854,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
babies,2,The babies are taken care of by volunteers.,婴儿被志愿者们照顾着。,babies,45866,2335949,CM,anndiana,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/45866,https://tatoeba.org/en/sentences/show/2335949,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
baby,1,"My baby began crying, asking for milk.",我的宝宝开始哭了，他想要吃奶。,baby,272305,481201,CM,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/272305,https://tatoeba.org/en/sentences/show/481201,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
baby,2,"Be quiet, or the baby will wake up.",安静，否则婴儿会醒来。,baby,272056,846256,CM,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/272056,https://tatoeba.org/en/sentences/show/846256,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
baby-sitting,1,Some national parks offer showers and even baby-sitting services.,有些国家公园设有淋浴间，甚至还会提供托儿服务。,baby-sitting,241463,1329548,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/241463,https://tatoeba.org/en/sentences/show/1329548,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
babysit,1,They asked Kate to babysit their child.,他们请凯特帮忙照看他们的孩子。,babysit,388868,905776,CN,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/388868,https://tatoeba.org/en/sentences/show/905776,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
babysitting,1,How did Tom talk Mary into babysitting his children?,汤姆是怎么说服玛丽照顾他的小孩的呢？,babysitting,5842331,5842420,CK,59,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,88.0,https://tatoeba.org/en/sentences/show/5842331,https://tatoeba.org/en/sentences/show/5842420,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bachelor,1,Tom remained a bachelor until his death.,汤姆终身未娶。,bachelor,3265986,8935930,patgfisher,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/3265986,https://tatoeba.org/en/sentences/show/8935930,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bachelor,2,Tom has always been a bachelor.,汤姆一直都是单身汉。,bachelor,6350664,8739613,CK,slo_oth,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,102.0,https://tatoeba.org/en/sentences/show/6350664,https://tatoeba.org/en/sentences/show/8739613,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
back,1,I got the book back from him.,我拿到了他还我的书。,back,43851,802315,adjusting,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/43851,https://tatoeba.org/en/sentences/show/802315,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
back,2,"If there is somebody to back me up, the business will be successful.",如果有人支持的话，生意是会成功的。,back,40471,358176,CM,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/40471,https://tatoeba.org/en/sentences/show/358176,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backed,1,He backed us up during that incident.,他在那个事件期间支持我们。,backed,47242,786040,unknown member,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/47242,https://tatoeba.org/en/sentences/show/786040,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backed,2,He backed his car into the garage.,他倒车入车库。,backed,299045,887775,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/299045,https://tatoeba.org/en/sentences/show/887775,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backflips,1,Tom did some backflips on the trampoline.,汤姆在蹦床上跳了几个后空翻。,backflips,5401498,10369291,CK,DaoSeng,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/5401498,https://tatoeba.org/en/sentences/show/10369291,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
background,1,There is a castle in the background of the picture.,图片的背景是一座城堡。,background,49018,1426555,CK,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/49018,https://tatoeba.org/en/sentences/show/1426555,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
background,2,You will need to bring two passport-sized photos of yourself taken with a white background.,您需要带两张本人的白底报名照。,background,694078,808202,darinmex,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/694078,https://tatoeba.org/en/sentences/show/808202,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backpack,1,"Inside my backpack there are many colored pens, red ones, blue ones, green ones, etc.",我的书包里有很多彩色笔，红的，蓝的，绿的，等等。,backpack,1827016,1827010,limmy,limmy,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1827016,https://tatoeba.org/en/sentences/show/1827010,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backs,1,We must not speak ill of others behind their backs.,我们不应该在背后说别人的坏话。,backs,26493,1570829,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/26493,https://tatoeba.org/en/sentences/show/1570829,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backs,2,You shouldn't talk about people behind their backs.,你不应该在背后说别人的坏话。,backs,27096,389980,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/27096,https://tatoeba.org/en/sentences/show/389980,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backward,1,Social conditions are going backward rather than forward.,社会不是在进步，而是在退步。,backward,265351,400613,shekitten,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/265351,https://tatoeba.org/en/sentences/show/400613,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backward,2,He bent over backward to please his wife.,他竭尽全力地讨好他老婆。,backward,296803,2516527,CK,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/296803,https://tatoeba.org/en/sentences/show/2516527,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backwards,1,"Life can only be understood backwards, but it must be lived forwards.",只有向后看才能理解生活，但要生活得好，则必须向前看。,backwards,4357397,4357399,Asynja,Asynja,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/4357397,https://tatoeba.org/en/sentences/show/4357399,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backwards,2,They are going forwards and I am always going backwards.,他们往前走而我一直都在往后退。,backwards,7776794,381215,sharris123,ver,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/7776794,https://tatoeba.org/en/sentences/show/381215,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
backyard,1,How many kinds of birds are in your backyard?,你家后院有几种鸟？,backyard,680372,1516245,Source_VOA,gonnastop,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,108.0,https://tatoeba.org/en/sentences/show/680372,https://tatoeba.org/en/sentences/show/1516245,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bacon,1,Would you like bacon or sausage?,你要培根还是要香肠?,bacon,34033,406715,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,94.0,https://tatoeba.org/en/sentences/show/34033,https://tatoeba.org/en/sentences/show/406715,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bacteria,1,A cell phone is as contaminated with bacteria as a toilet is.,手机如同马桶一样被细菌污染。,bacteria,10250986,2393046,bekindtoall,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/10250986,https://tatoeba.org/en/sentences/show/2393046,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bacteria,2,Bacteria are so small that they cannot be seen with the naked eye.,细菌微小到无法用肉眼看到。,bacteria,11552042,1324904,weihaiping,vicch,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11552042,https://tatoeba.org/en/sentences/show/1324904,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bad,1,"During hot season, perishables go bad easily.",在炎热的季节时，有些食品很容易变坏。,bad,267088,345286,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/267088,https://tatoeba.org/en/sentences/show/345286,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bad,2,I don't care for smoking; it's bad for the health.,我不喜欢吸烟，因为吸烟对身体不好。,bad,256824,410715,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/256824,https://tatoeba.org/en/sentences/show/410715,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bad-looking,1,You're not too bad-looking.,你看起来不难看。,bad-looking,5737515,6534775,CM,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/5737515,https://tatoeba.org/en/sentences/show/6534775,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
bade,1,He bade farewell to the students.,他向学生们告别了。,bade,294859,8775791,unknown member,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/294859,https://tatoeba.org/en/sentences/show/8775791,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
badge,1,"Some spaghetti fell on the badge of the uniform, dirtying it.",有一些意面掉到了制服上的徽章那儿，把那边弄脏了。,badge,11290473,8734972,Aphima,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11290473,https://tatoeba.org/en/sentences/show/8734972,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
