official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
ielts,雅思词库,all,全部,109,aim,eim,"n. the goal intended to be attained (and which is believed to be attainable)\nn. the action of directing something at an object\nv. point or cause to go (blows, weapons, or objects such as photographic equipment) towards\nv. propose or intend","n. 目标, 瞄准, 击中目标的能力\nvi. 对准目标, 致力, 打算\nvt. 瞄准\n[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块\n应用接口模块, 医学人工智能, 相联索引法, 异步接口模块\n自动化信息管理, 自动化综合制造, 自动化库存管理",,4,1,gk cet4 cet6 ky toefl ielts,1261,1931,s:aims/3:aims/p:aimed/d:aimed/i:aiming,,,My aim is to be a doctor.,我的目标是成为一个医生。,A stable economy is the aim of every government.,经济繁荣稳定，是每个政府都想达到的目标。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aim,251994,383277,https://tatoeba.org/en/sentences/show/251994,https://tatoeba.org/en/sentences/show/383277,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aim,237988,373395,https://tatoeba.org/en/sentences/show/237988,https://tatoeba.org/en/sentences/show/373395,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,110,air,єә,n. a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of\nn. the region above the ground\nn. a distinctive but intangible quality surrounding a person or thing\nn. once thought to be one of four elements composing the universe (Empedocles),"n. 空气, 旋律, 态度\nvt. 晾, 使通风, 夸耀",,5,1,zk gk toefl ielts,527,370,d:aired/s:airs/i:airing/p:aired/3:airs,,,This village is free from air pollution.,这座村没有空气污染。,We spent the day in the open air.,我们在户外度过了一整天。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,air,58003,345695,https://tatoeba.org/en/sentences/show/58003,https://tatoeba.org/en/sentences/show/345695,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,air,44588,346146,https://tatoeba.org/en/sentences/show/44588,https://tatoeba.org/en/sentences/show/346146,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,111,airport,'єәpɒ:t,n. an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,"n. 飞机场\n[机] 航空站, 机场",,4,1,zk gk ielts,2541,1765,s:airports,,,I saw Julie off at the airport.,我在机场为茱莉送行。,We hurried to the airport only to miss the plane.,我们匆匆忙忙的赶到机场，飞机却已经起飞了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,airport,253916,876701,https://tatoeba.org/en/sentences/show/253916,https://tatoeba.org/en/sentences/show/876701,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,airport,248599,422978,https://tatoeba.org/en/sentences/show/248599,https://tatoeba.org/en/sentences/show/422978,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,112,aisle,ail,n. a long narrow passage (as in a cave or woods)\nn. passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores\nn. part of a church divided laterally from the nave proper by rows of pillars or columns,"n. 走廊, 侧廊, 过道\n[机] 走道",,1,,ky ielts,7161,4484,s:aisles,,,"I'd like an aisle seat, please.",请给我靠走道的位子。,Would you like a window or aisle seat?,你想靠窗还是走廊？,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aisle,278424,859040,https://tatoeba.org/en/sentences/show/278424,https://tatoeba.org/en/sentences/show/859040,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aisle,9408770,6559064,https://tatoeba.org/en/sentences/show/9408770,https://tatoeba.org/en/sentences/show/6559064,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,113,alarm,ә'lɑ:m,n. fear resulting from the awareness of danger\nn. a device that signals the occurrence of some undesirable event\nn. an automatic signal (usually a sound) warning of danger\nv. warn or arouse to a sense of danger or call to a state of preparedness,"n. 惊恐, 警报, 警钟\nvt. 使惊恐, 警告\n[计] 报警信号",,3,1,gk cet4 ky toefl ielts,3004,3693,s:alarms/d:alarmed/p:alarmed/i:alarming/3:alarms,,,Yesterday the alarm clock didn't go off and Kurt didn't wake up.,昨天闹钟没响，Kurt也就没醒过来。,It's much better to be woken by the birds than by an alarm.,被闹钟唤醒没有被鸟唤醒的好。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alarm,707449,344185,https://tatoeba.org/en/sentences/show/707449,https://tatoeba.org/en/sentences/show/344185,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alarm,9308426,392307,https://tatoeba.org/en/sentences/show/9308426,https://tatoeba.org/en/sentences/show/392307,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,114,Alaska,ә'læskә,n. a state in northwestern North America; the 49th state admitted to the union,n. 阿拉斯加州,,,,ielts,12468,0,,,,Alaska is a U.S. state.,阿拉斯加是美国的一个州,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alaska,4844615,4819062,https://tatoeba.org/en/sentences/show/4844615,https://tatoeba.org/en/sentences/show/4819062,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,115,album,'ælbәm,n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc\nn. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc,"n. 粘贴簿, 唱片套\n[医] 白色物",,4,,gk cet6 ky ielts,2991,2215,s:albums,,,There is an album on the shelf.,架上放著一本相簿。,She showed her album to me.,她给我看她的相簿。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,album,276082,343210,https://tatoeba.org/en/sentences/show/276082,https://tatoeba.org/en/sentences/show/343210,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,album,314213,781446,https://tatoeba.org/en/sentences/show/314213,https://tatoeba.org/en/sentences/show/781446,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,116,alien,'eiljәn,v. transfer property or ownership\ns. not contained in or deriving from the essential nature of something\ns. being or from or characteristic of another place or part of the world,"n. 外国人, 外侨\na. 外国的, 相异的",,2,,cet6 ky toefl ielts,5998,3977,s:aliens/i:aliening/p:aliened/3:aliens/d:aliened,,,"I swear, I saw an alien!",我发誓我看到了外星人。,"If we ever came in contact with an alien race, how would we communicate with it?",如果有天我们真的和外星人有了接触，我们应该怎样和他们沟通呢？,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alien,3348220,4759980,https://tatoeba.org/en/sentences/show/3348220,https://tatoeba.org/en/sentences/show/4759980,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alien,520994,1083789,https://tatoeba.org/en/sentences/show/520994,https://tatoeba.org/en/sentences/show/1083789,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,117,alienate,'eiljәneit,v. make withdrawn or isolated or emotionally dissociated,"vt. 使疏远, 离间, 转让\n[法] 转让, 让与, 疏远",,2,,toefl ielts gre,8590,8136,d:alienated/p:alienated/i:alienating/3:alienates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,118,all,ɒ:l,a. quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class\ns. completely given to or absorbed by,"a. 所有的, 全部的, 一切的\nadv. 全部, 全然\npron. 全部\nn. 全部",,5,1,zk gk ielts,39,43,,,,I think your work is all right.,我觉得你的工作可以。,You may as well tell me all about it.,你不妨告诉我一切。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,all,17121,333016,https://tatoeba.org/en/sentences/show/17121,https://tatoeba.org/en/sentences/show/333016,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,all,16842,775861,https://tatoeba.org/en/sentences/show/16842,https://tatoeba.org/en/sentences/show/775861,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,119,allege,ә'ledʒ,v. report or maintain,"vt. 宣称, 主张, 提出, 断言\n[法] 断言, 指称, 指证",,4,,cet6 ky toefl ielts gre,3738,5319,d:alleged/p:alleged/i:alleging/3:alleges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,120,allegiance,ә'li:dʒәns,n. the loyalty that citizens owe to their country (or subjects to their sovereign),"n. 忠贞, 效忠",,1,,cet6 toefl ielts gre,6439,7232,s:allegiances,,,The knight swore an oath of allegiance to the king.,骑士宣誓效忠于国王。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allegiance,25630,7753622,https://tatoeba.org/en/sentences/show/25630,https://tatoeba.org/en/sentences/show/7753622,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,121,allergic,ә'lә:dʒik,a. characterized by or caused by allergy\ns. having an allergy or peculiar or excessive susceptibility (especially to a specific factor),"a. 对...过敏的, 极反感的\n[医] 变应性的",,1,,gk ielts gre,14426,9143,,,,Probably you are allergic to pollen or dust.,你可能对花粉或灰尘过敏。,He is allergic to house dust.,他对室内灰尘过敏。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allergic,456645,5967315,https://tatoeba.org/en/sentences/show/456645,https://tatoeba.org/en/sentences/show/5967315,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allergic,35502,846199,https://tatoeba.org/en/sentences/show/35502,https://tatoeba.org/en/sentences/show/846199,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,122,allergy,'ælәdʒi,n. hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,"n. 变应性, 反感, 厌恶\n[化] 变态反应; 变应性",,2,,ielts gre,12351,7220,s:allergies,,,Constantly blowing his nose in allergy season.,在过敏的季节不断地擤他的鼻子.,This squirrel has a nut allergy.,这只松鼠对坚果过敏。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allergy,1597383,1597382,https://tatoeba.org/en/sentences/show/1597383,https://tatoeba.org/en/sentences/show/1597382,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allergy,3531541,7774423,https://tatoeba.org/en/sentences/show/3531541,https://tatoeba.org/en/sentences/show/7774423,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,123,alleviate,ә'li:vieit,"v provide physical relief, as from pain\nv make easier","vt. 减轻, 使缓和",,1,,cet6 ky toefl ielts gre,7706,7531,d:alleviated/i:alleviating/3:alleviates/p:alleviated,,,"In order to alleviate employment pressures, the nation has established a series of relevant policies.",为了缓解就业压力，国家已经制定了一系列相关政策。,"This kind of medicine can temporarily alleviate pain. If you need it, just take it.",这种药可以暂时缓解身体的疼痛，你需要的话就拿去吧。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alleviate,3537574,3537572,https://tatoeba.org/en/sentences/show/3537574,https://tatoeba.org/en/sentences/show/3537572,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alleviate,3537576,3537575,https://tatoeba.org/en/sentences/show/3537576,https://tatoeba.org/en/sentences/show/3537575,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,124,alley,'æli,n. a narrow street with walls on both sides,"n. 小路, 巷",,1,,gk ielts,6528,4340,s:alleys,,,There is an alley behind my house.,我家后面有条弄堂。,"Thankfully, there was an Armani store just outside the alley where Dima had slept.",幸好，在狄马睡觉的小巷外面，刚好有一家阿玛尼。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alley,11552083,9176171,https://tatoeba.org/en/sentences/show/11552083,https://tatoeba.org/en/sentences/show/9176171,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alley,484238,492126,https://tatoeba.org/en/sentences/show/484238,https://tatoeba.org/en/sentences/show/492126,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,125,alliance,ә'laiәns,n. the state of being allied or confederated\nn. a connection based on kinship or marriage or common interest\nn. an organization of people (or countries) involved in a pact or treaty\nn. a formal agreement establishing an association or alliance between nations or other groups to achieve a particular aim,"n. 联盟, 联合\n[法] 同盟, 联盟, 联姻",,3,,cet6 ky toefl ielts,2354,3376,s:alliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,126,allocate,'ælәukeit,v. distribute according to a plan or set apart for a special purpose,"vt. 分派, 分配\n[计] 分配",,2,,gk cet6 ky toefl ielts gre,3035,6763,d:allocated/i:allocating/3:allocates/p:allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,127,allot,ә'lɒt,"v give out\nv allow to have\nv administer or bestow, as in small portions","vt. 分配, 分摊指定\n[经] (按股或按规定)分配, 配(拨)给, 规(派)定",,1,,toefl ielts,11461,13192,d:allotted/i:allotting/3:allots/p:allotted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,128,allowance,ә'lauәns,n. an amount allowed or granted (as during a given period)\nn. a sum granted as reimbursement for expenses\nn. an amount added or deducted on the basis of qualifying circumstances\nn. a permissible difference; allowing some freedom to move within limits,"n. 津贴, 零用钱, 限额, 折扣, 允许\nvt. 定量供应",,2,,gk cet6 ky ielts gre,2481,7677,s:allowances/i:allowancing/p:allowanced/3:allowances/d:allowanced,,,My dad gives me a weekly allowance that I use to buy comics and ice cream.,我爸爸每周给我零用钱，我会用来买漫画书和冰激凌。,My dad gives me an allowance of $10 a week.,我爸一周给我10块零用钱。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allowance,610682,817253,https://tatoeba.org/en/sentences/show/610682,https://tatoeba.org/en/sentences/show/817253,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,allowance,699971,11811450,https://tatoeba.org/en/sentences/show/699971,https://tatoeba.org/en/sentences/show/11811450,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,129,alloy,'ælɒi. ә'lɒi,n. a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten\nv. make an alloy of,"n. 合金\nvt. 将...铸成合金, 减低成色\nvi. 合铸",,1,,cet4 cet6 ky toefl ielts,10493,11808,s:alloys/i:alloying/d:alloyed/p:alloyed/3:alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,130,ally,'ælai. ә'lai,"n. a friendly nation\nn. an associate who provides cooperation or assistance\nv. become an ally or associate, as by a treaty or marriage","n. 同盟者, 同盟国, 助手\nvt. 使联盟, 使联合, 使有关系\nvi. 结盟",,4,1,cet6 ky toefl ielts,3121,2408,s:allies/d:allied/p:allied/i:allying/3:allies,,,Ally loves playing with her twin sister Anne.,Ally喜欢和她的双胞胎妹妹Anne一起玩。,Algeria is a close ally of both Russia and China.,阿尔及利亚是俄罗斯和中国的亲密盟友。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ally,4404748,7771995,https://tatoeba.org/en/sentences/show/4404748,https://tatoeba.org/en/sentences/show/7771995,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ally,8550317,8550341,https://tatoeba.org/en/sentences/show/8550317,https://tatoeba.org/en/sentences/show/8550341,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,131,alone,ә'lәun,s. isolated from others\ns. lacking companions or companionship\ns. exclusive of anyone or anything else\ns. radically distinctive and without equal,"a. 孤独的, 单独的, 独自的\nadv. 独自地",,4,1,zk gk cet4 ky toefl ielts,1297,1097,,,,She left her son alone in the car.,她把她儿子忘在车里。,She asked us to leave her alone.,她要求我们别吵她。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alone,315602,2469529,https://tatoeba.org/en/sentences/show/315602,https://tatoeba.org/en/sentences/show/2469529,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alone,314467,891749,https://tatoeba.org/en/sentences/show/314467,https://tatoeba.org/en/sentences/show/891749,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,132,alongside,ә'lɒŋ'said,r side by side,"adv. 在旁边, 靠拢着\nprep. 在...旁边, 与...在一起",,3,1,gk cet6 ky ielts,2737,4203,,,,Native Chinese people are working alongside foreigners to change the culture of Shanghai.,本地人、外来人齐心共创上海新文明。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alongside,1542268,421276,https://tatoeba.org/en/sentences/show/1542268,https://tatoeba.org/en/sentences/show/421276,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,133,alphabetical,.ælfә'betikәl,a relating to or expressed by a writing system that uses an alphabet\na arranged in order according to the alphabet,"a. 依字母顺序的, 字母的",,,1,ielts gre,15239,19282,,,,Could you rearrange this list so it's in alphabetical order?,你能把这清单按字母顺序排列吗？,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alphabetical,5119640,7986223,https://tatoeba.org/en/sentences/show/5119640,https://tatoeba.org/en/sentences/show/7986223,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,134,alter,'ɒ:ltә,v. make an alteration to\nv. remove the ovaries of,v. 改变,,3,1,cet4 cet6 ky toefl ielts gre,2121,2889,d:altered/i:altering/3:alters/p:altered,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,135,alternate,'ɒ:ltәnәt,v. go back and forth; swing back and forth between two states or conditions\nv. exchange people temporarily to fulfill certain jobs and functions\nv. do something in turns\ns. every second one of a series,"a. 交替的, 轮流的, 间隔的\nv. 轮流, (使)交替",,2,,cet6 ky toefl ielts gre,9515,7396,i:alternating/p:alternated/3:alternates/d:alternated/s:alternates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,136,alternative,ɒ:l'tә:nәtiv,s. necessitating a choice between mutually exclusive possibilities\ns. pertaining to unconventional choices,"n. 两者择一, 供替代的选择\na. 两者择一的, 供选择的\n[计] 选择对象",,4,1,gk cet4 cet6 ky toefl ielts,1752,2073,s:alternatives,,,They had no alternative but to retreat.,他们不得不后撤。,"Don't change sentences that are correct. You can, instead, submit natural-sounding alternative translations.",请勿更改没有错误的句子。请添加一个新的更自然的翻译。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alternative,307088,616341,https://tatoeba.org/en/sentences/show/307088,https://tatoeba.org/en/sentences/show/616341,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,alternative,611373,613614,https://tatoeba.org/en/sentences/show/611373,https://tatoeba.org/en/sentences/show/613614,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,137,altitude,'æltitju:d,n. elevation especially above sea level or above the earth's surface\nn. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel),"n. 高度, 海拔, 高处\n[电] 高度",,1,,gk cet4 cet6 ky toefl ielts,8085,6370,s:altitudes,,,"The plane flew at an altitude of 3,000 meters.",飞机在三千米的高空飞行。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,altitude,318034,618102,https://tatoeba.org/en/sentences/show/318034,https://tatoeba.org/en/sentences/show/618102,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,138,amateur,'æmәtә,n. someone who pursues a study or sport as a pastime\nn. an athlete who does not play for pay\ns. engaged in as a pastime,"n. 业余爱好者, 外行, 爱好者\n[电] 业余家",,3,,gk cet6 ky toefl ielts gre,5030,5795,s:amateurs,,,My uncle is an amateur cricket player.,我的舅舅爱好打板球。,I was still an amateur at that time.,我那时还是个外行。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,amateur,250246,446323,https://tatoeba.org/en/sentences/show/250246,https://tatoeba.org/en/sentences/show/446323,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,amateur,5848518,6325054,https://tatoeba.org/en/sentences/show/5848518,https://tatoeba.org/en/sentences/show/6325054,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,139,amaze,ә'meiz,v. affect with wonder,vt. 使吃惊,,2,1,gk cet4 cet6 ky toefl ielts,11151,8607,p:amazed/3:amazes/i:amazing/d:amazed/s:amazes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
