official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
gk,高考英语词库,all,全部,998,direct,di'rekt,v. command with authority\nv. guide the actors in (plays and films)\nv. be in charge of\nv. give directions to; point somebody into a certain direction,"a. 直接的, 坦白的\nvt. 指示, 指挥, 命令, 导演\nvi. 指导, 指挥\nadv. 直接地",,5,1,zk gk cet4 cet6 ky toefl ielts,960,1478,d:directed/i:directing/p:directed/3:directs,,,"We want natural-sounding translations, not word-for-word direct translations.",我们想要听起来自然的翻译，而不需要逐字的翻译。,"I admit, my wording is a bit direct.",我承认，我的用词有点直接。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,direct,611375,613623,https://tatoeba.org/en/sentences/show/611375,https://tatoeba.org/en/sentences/show/613623,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,direct,4728113,4548233,https://tatoeba.org/en/sentences/show/4728113,https://tatoeba.org/en/sentences/show/4548233,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,999,direction,di'rekʃәn,n. a line leading to a place or point\nn. the spatial relation between something and the course along which it points or moves\nn. a general course along which something has a tendency to develop\nn. a message describing how something is to be done,"n. 方向, 指导, 趋势\n[计] 方向; 流向",,4,1,zk gk cet4 cet6 ky,910,928,s:directions,,,She gets lost really easily. She's got no sense of direction.,她完全没有方向感，很容易便会迷路。,You have a really good sense of direction.,你的方向感很好。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,direction,307962,492433,https://tatoeba.org/en/sentences/show/307962,https://tatoeba.org/en/sentences/show/492433,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,direction,1242861,1241264,https://tatoeba.org/en/sentences/show/1242861,https://tatoeba.org/en/sentences/show/1241264,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1000,director,di'rektә,n. someone who controls resources and expenditures\nn. member of a board of directors\nn. someone who supervises the actors and directs the action in the production of a show,"n. 主管, 导演, 董事\n[计] 寻向偶极子; 指挥仪",,5,1,zk gk cet4 cet6 ky ielts,603,510,s:directors,,,They appointed him as a director.,他们任命他为经理。,He is a talented young director.,他是个富有才能的年轻导演。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,director,307433,816432,https://tatoeba.org/en/sentences/show/307433,https://tatoeba.org/en/sentences/show/816432,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,director,6956848,6682954,https://tatoeba.org/en/sentences/show/6956848,https://tatoeba.org/en/sentences/show/6682954,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1001,directory,di'rektәri,n. an alphabetical list of names and addresses\nn. (computer science) a listing of the files stored in memory (usually on a hard disk),"n. 目录, 工商名录, 指南\n[计] 目录",,2,,gk cet6 ky ielts,3680,8211,s:directories,,,May I see the telephone directory?,我能看看电话簿吗？,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,directory,279366,844210,https://tatoeba.org/en/sentences/show/279366,https://tatoeba.org/en/sentences/show/844210,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gk,高考英语词库,all,全部,1002,dirt,dә:t,n. the state of being covered with unclean things\ns. (of roads) not leveled or drained; unsuitable for all year travel,"n. 污垢, 泥土\n[化] 污垢",,2,1,gk cet4 ky,5597,2737,,,,The children were playing in the dirt.,孩子们在尘土里游戏。,You can dig dirt from the ground.,你可以在地上挖土。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dirt,245773,1397372,https://tatoeba.org/en/sentences/show/245773,https://tatoeba.org/en/sentences/show/1397372,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dirt,681107,5556193,https://tatoeba.org/en/sentences/show/681107,https://tatoeba.org/en/sentences/show/5556193,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1003,dirty,'dә:ti,"v. make soiled, filthy, or dirty\na. soiled or likely to soil with dirt or grime\na. (of behavior or especially language) characterized by obscenity or indecency\ns. vile; despicable","a. 肮脏的, 卑鄙的\nvt. 弄脏\nvi. 变脏",,3,1,zk gk,2873,2869,t:dirtiest/r:dirtier/i:dirtying/p:dirtied/d:dirtied/3:dirties,,,Never rub your eyes when your hands are dirty.,手脏的时候千万不要揉眼睛。,"If it isn't a bad, dirty, or wrong thing, then it's alright.",不是坏事，不是丑事，不是错事，确认了这三点就没事。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dirty,3399641,397020,https://tatoeba.org/en/sentences/show/3399641,https://tatoeba.org/en/sentences/show/397020,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dirty,9419702,2055674,https://tatoeba.org/en/sentences/show/9419702,https://tatoeba.org/en/sentences/show/2055674,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1004,disability,disә'biliti,n. the condition of being unable to perform as a consequence of physical or mental unfitness,"n. 无力, 无能, 残疾\n[医] 劳动能力丧失, 病废",,2,,gk,3323,2558,s:disabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gk,高考英语词库,all,全部,1005,disabled,dis'eibld,n. people collectively who are crippled or otherwise physically handicapped\ns. incapable of functioning as a consequence of injury or illness,"a. 残废的, 有缺陷的, 失效的\n[计] 失效的",,2,1,gk ielts,2671,4412,d:disabled/0:disabled/1:dp/p:disabled,,,A sprained ankle disabled him from walking for a month.,他把足踝扭伤了，整整一个月不能走路。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disabled,274500,469197,https://tatoeba.org/en/sentences/show/274500,https://tatoeba.org/en/sentences/show/469197,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gk,高考英语词库,all,全部,1006,disadvantage,.disәd'vɑ:ntidʒ,"n. the quality of having an inferior or less favorable position\nv. put at a disadvantage; hinder, harm","n. 缺点, 不利, 坏处",,2,1,gk cet4 cet6 toefl,3518,6291,s:disadvantages/d:disadvantaged/i:disadvantaging/p:disadvantaged/3:disadvantages,,,The comparison between the two was to his disadvantage.,两相比较，他那边的形势更不利一些。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disadvantage,72811,8845148,https://tatoeba.org/en/sentences/show/72811,https://tatoeba.org/en/sentences/show/8845148,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gk,高考英语词库,all,全部,1007,disagree,.disә'gri:,v. be of different opinions\nv. be different from one another,"vi. 不一致, 不适宜\n[法] 抵触, 不同意, 争执",,2,1,gk cet4 cet6,4677,2679,p:disagreed/3:disagrees/i:disagreeing/d:disagreed,,,They consider it impolite to disagree with someone they don't know very well.,他们认为，去反驳一个不认识的人有些不礼貌。,"I agree on an emotional level, but on the pragmatic level I disagree.",我感情上支持，但是理性上反对。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disagree,324758,2052135,https://tatoeba.org/en/sentences/show/324758,https://tatoeba.org/en/sentences/show/2052135,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disagree,329546,8780284,https://tatoeba.org/en/sentences/show/329546,https://tatoeba.org/en/sentences/show/8780284,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1008,disagreement,.disә'gri:mәnt,n. a conflict of people's opinions or actions or characters\nn. the speech act of disagreeing or arguing or disputing,"n. 不合, 争论, 不一致\n[法] 不一致, 不同意, 陪审团的意见不一",,2,1,gk cet6 ielts,5048,5117,s:disagreements,,,It's clear that there's a rather strong disagreement between the two.,很明显的是这两者之间有很强烈的分歧。,"They express disagreement by shaking their heads, which may indicate agreement in other countries.",他们以摇头表示不同意，而其他国家的人可能以摇头表示同意。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disagreement,775729,777065,https://tatoeba.org/en/sentences/show/775729,https://tatoeba.org/en/sentences/show/777065,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disagreement,742976,743022,https://tatoeba.org/en/sentences/show/742976,https://tatoeba.org/en/sentences/show/743022,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1009,disappear,.disә'piә,"v. get lost, as without warning or explanation","vi. 消失, 不见",,3,1,gk cet4 cet6 ky,1663,1578,p:disappeared/d:disappeared/3:disappears/i:disappearing,,,The fog began to disappear around ten o'clock.,雾在十时左右开始散了。,I could disappear at any time.,我随时可以消失。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappear,73421,349721,https://tatoeba.org/en/sentences/show/73421,https://tatoeba.org/en/sentences/show/349721,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappear,7844509,765526,https://tatoeba.org/en/sentences/show/7844509,https://tatoeba.org/en/sentences/show/765526,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1010,disappoint,.disә'pɒint,v. fail to meet the hopes or expectations of,vt. 使失望,,1,1,gk cet4 cet6 ky,9539,8204,p:disappointed/d:disappointed/3:disappoints/i:disappointing,,,I'm sorry to disappoint you.,我对让你失望感到抱歉。,I don't want to disappoint you.,我不想让你失望。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappoint,3519544,6150022,https://tatoeba.org/en/sentences/show/3519544,https://tatoeba.org/en/sentences/show/6150022,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappoint,3918558,9432387,https://tatoeba.org/en/sentences/show/3918558,https://tatoeba.org/en/sentences/show/9432387,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1011,disappointment,.disә'pɒintmәnt,n. a feeling of dissatisfaction that results when your expectations are not realized\nn. an act (or failure to act) that disappoints someone,n. 失望,,2,1,gk toefl,3927,4566,s:disappointments,,,The new teacher was a disappointment to the class.,新老师辜负了这个班学生的期望。,Tom couldn't conceal his disappointment.,汤姆不能掩饰他的失望。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappointment,269359,2029344,https://tatoeba.org/en/sentences/show/269359,https://tatoeba.org/en/sentences/show/2029344,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disappointment,4715014,5993946,https://tatoeba.org/en/sentences/show/4715014,https://tatoeba.org/en/sentences/show/5993946,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1012,disaster,di'zɑ:stә,n. an act that has disastrous consequences,"n. 灾祸, 不幸, 彻底失败",,3,1,gk cet4 cet6 ky toefl ielts gre,2466,2321,s:disasters,,,Slight inattention can cause a great disaster.,失之毫厘，谬之千里。,It sounds as if he were to blame for the disaster.,听起来好像他是这场灾难的罪魁祸首。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disaster,18856,332991,https://tatoeba.org/en/sentences/show/18856,https://tatoeba.org/en/sentences/show/332991,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disaster,42619,866231,https://tatoeba.org/en/sentences/show/42619,https://tatoeba.org/en/sentences/show/866231,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1013,discount,'diskaunt,n. the act of reducing the selling price of merchandise\nv. give a reduction in price on,"n. 折扣, 贴现率\nvt. 打折扣\nvi. 贴现",,3,1,gk cet4 cet6 ky toefl ielts gre,3143,4504,s:discounts/d:discounted/i:discounting/p:discounted/3:discounts,,,"If the lady desires, 20% discount is possible.",如果小姐要的话，可以打八折。,Your initial order is subject to a special discount of 5%.,首次订购可获九五折的特别优惠。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discount,11272451,420236,https://tatoeba.org/en/sentences/show/11272451,https://tatoeba.org/en/sentences/show/420236,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discount,267001,503137,https://tatoeba.org/en/sentences/show/267001,https://tatoeba.org/en/sentences/show/503137,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1014,discourage,dis'kʌridʒ,v. deprive of courage or hope; take away hope from; cause to feel discouraged,"vt. 使气馁, 阻碍",,2,,gk cet4 cet6 ky toefl,5260,4211,d:discouraged/p:discouraged/i:discouraging/3:discourages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gk,高考英语词库,all,全部,1015,discover,dis'kʌvә,"v. make a discovery, make a new finding\nv. make a discovery\nv. see for the first time; make a discovery","vt. 发现, 找到, 暴露\nvi. 发现",,4,1,zk gk cet4 cet6 ky,923,956,p:discovered/d:discovered/i:discovering/3:discovers,,,I hope that some scientist will soon discover a cure for AIDS.,真希望科学家们能早点找到艾滋病的治疗方法。,"Every time I read this book, I discover something new.",我每次读这本书都会有新发现。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discover,276300,1865100,https://tatoeba.org/en/sentences/show/276300,https://tatoeba.org/en/sentences/show/1865100,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discover,5715821,575563,https://tatoeba.org/en/sentences/show/5715821,https://tatoeba.org/en/sentences/show/575563,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1016,discovery,dis'kʌvәri,n. the act of discovering something\nn. something that is discovered\nn. a productive insight\nn. (law) compulsory pretrial disclosure of documents relevant to a case; enables one side in a litigation to elicit information from the other side concerning the facts in the case,"n. 发现, 被发现的事物\n[法] 要求告知, 发现, 发觉",,3,1,zk gk cet4 cet6 ky ielts,2453,2227,s:discoveries,,,This discovery will be recorded in history.,这个发现将会在历史上留下光辉的一页。,That discovery was quite accidental.,那个发现纯属偶然。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discovery,57487,461493,https://tatoeba.org/en/sentences/show/57487,https://tatoeba.org/en/sentences/show/461493,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discovery,44439,332427,https://tatoeba.org/en/sentences/show/44439,https://tatoeba.org/en/sentences/show/332427,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1017,discrimination,dis.krimi'neiʃәn,n. unfair treatment of a person or group on the basis of prejudice\nn. the cognitive process whereby two or more stimuli are distinguished,"n. 差别, 岐视, 辨别力\n[化] 鉴别",,2,,gk cet4 cet6 ky toefl,3592,3167,s:discriminations,,,Androgynous-looking people are often the subject of discussion and discrimination.,看起来不男不女的人常常受到议论和歧视。,He fought against racial discrimination.,他反对种族歧视。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discrimination,11272833,10041935,https://tatoeba.org/en/sentences/show/11272833,https://tatoeba.org/en/sentences/show/10041935,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discrimination,300140,761264,https://tatoeba.org/en/sentences/show/300140,https://tatoeba.org/en/sentences/show/761264,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1018,discuss,dis'kʌs,n an athletic competition in which a disk-shaped object is thrown as far as possible\nn a disk used in throwing competitions\nv to consider or examine in speech or writing\nv speak with others about (something); talk (something) over in detail; have a discussion,"vt. 讨论, 论述\n[医] 讨论, 辩论",,4,1,zk gk,661,847,d:discussed/i:discussing/p:discussed/3:discusses,,,I'd like to discuss pricing with you.,我想和你谈谈价钱。,There's something I've been meaning to discuss with you.,有件事我一直想跟你商量。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discuss,24429,432983,https://tatoeba.org/en/sentences/show/24429,https://tatoeba.org/en/sentences/show/432983,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discuss,6855727,6857070,https://tatoeba.org/en/sentences/show/6855727,https://tatoeba.org/en/sentences/show/6857070,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1019,discussion,dis'kʌʃәn,n. an extended communication (often interactive) dealing with some particular topic\nn. an exchange of views on some topic,n. 讨论,,4,1,zk gk cet4 cet6 ielts,860,1041,s:discussions,,,Both parties exchanged ideas cordially in the discussion.,双方在会谈中友好地交换了看法。,We had an in-depth discussion about the problem.,我们详细地讨论了这个问题。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discussion,9414994,3205542,https://tatoeba.org/en/sentences/show/9414994,https://tatoeba.org/en/sentences/show/3205542,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,discussion,7244640,429863,https://tatoeba.org/en/sentences/show/7244640,https://tatoeba.org/en/sentences/show/429863,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1020,disease,di'zi:z,n. an impairment of health or a condition of abnormal functioning,"n. 疾病, 弊病\n[医] [疾]病",,4,1,zk gk cet4 cet6 ky ielts,931,775,s:diseases,,,The doctor cured her of her disease.,医生治好了她的病。,There aren't any medicines that can cure this disease.,没有药物能够治疗这种疾病。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disease,49623,335717,https://tatoeba.org/en/sentences/show/49623,https://tatoeba.org/en/sentences/show/335717,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disease,8034785,335541,https://tatoeba.org/en/sentences/show/8034785,https://tatoeba.org/en/sentences/show/335541,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1021,disgusting,dis'gʌstiŋ,s. highly offensive; arousing aversion or disgust,a. 令人厌恶的,,1,1,gk,6544,8938,1:i/0:disgust,,,My roommate is so disgusting.,我的室友真恶心。,Don't be so disgusting.,不要这么恶心。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disgusting,2439744,5611564,https://tatoeba.org/en/sentences/show/2439744,https://tatoeba.org/en/sentences/show/5611564,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,disgusting,4757704,4757661,https://tatoeba.org/en/sentences/show/4757704,https://tatoeba.org/en/sentences/show/4757661,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,1022,dish,diʃ,n. a piece of dishware normally used as a container for holding or serving food\nn. a particular item of prepared food\nn. the quantity that a dish will hold\nn. directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation,"n. 盘子, 碟, 菜肴\n[医] 皿, 碟",,3,1,zk gk,2709,1935,s:dishes/i:dishing/d:dished/p:dished/3:dishes,,,Nothing is so tasty as the dish you make.,没有甚么比你做的菜更好吃了。,A plastic dish will melt on the stove.,塑料盘子在烤箱里会化的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dish,17849,406260,https://tatoeba.org/en/sentences/show/17849,https://tatoeba.org/en/sentences/show/406260,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,dish,34217,444641,https://tatoeba.org/en/sentences/show/34217,https://tatoeba.org/en/sentences/show/444641,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
